10000000,nan,nan,1.004,nan
10000000,nan,nan,0.996,nan
10000000,nan,nan,0.999,nan
10000000,nan,nan,1.023,nan
10000000,nan,nan,0.985,nan
10000000,nan,nan,0.982,nan
10000000,nan,nan,1.008,nan
10000000,nan,nan,0.99,nan
10000000,nan,nan,1.077,nan
10000000,nan,nan,1.025,nan
83413650,nan,nan,9.579,nan
39125468,nan,nan,4.153,nan
66236893,nan,nan,7.398,nan
22204535,nan,nan,2.303,nan
47089601,nan,nan,5.174,nan
12207096,nan,nan,1.215,nan
94778843,nan,nan,11.366,nan
74668199,nan,nan,8.397,nan
57286264,nan,nan,6.307,nan
61116763,nan,nan,7.039,nan
440550056,nan,nan,65.347,nan
187427005,nan,nan,24.741,nan
